tweet
"2 Nenek Ini Tolak Bantuan Sembako Warga Miskin Pemerintah Saat Covid-19, Alasan Masih Bisa Kerja  http://dlvr.it/RWBj3P  pic.twitter.com/zeRkRvGgjD"
Pemerintah Jepang Setuju Gunakan Remdesivir untuk Obati Pasien COVID-19  https://www.suara.com/news/2020/05/07/222217/pemerintah-jepang-setuju-gunakan-remdesivir-untuk-obati-pasien-covid-19?utm_source=twitter.dlvrit&utm_medium=twitter&utm_campaign=suaradotcom … #DariSuara
"""Mereka ini patut dicontoh karena berupaya menyukseskan program pemerintah dalam memutus mata rantai penyebaran Covid-19""  https://akurat.co/news/id-1107996-read-pulang-dari-jakarta-ibu-dan-dua-anaknya-isolasi-diri-di-ladang …"
"Sejak awal pemerintah menyepelekan covid-19, hingga akhirnya kita disuruh berdamai dengannya... 😰
 https://twitter.com/amat_bn/status/1258328349304221698?s=19 …"
"Dengan diberlakukannya Permenhub  25/2020 jo Kepmenhub 59/2020, maka sebaiknya Pemerintah mencabut PP 21/2020 tentang PSBB dalam rangka percepatan penanganan Covid-19. Sebab, dengan diberlakukannya peraturan2 akan berdampak pd upaya percepatan penurunan angka penyebaran Covid-19."
"Saya ga akan berdamai dengan covid pak, saya tetap memerangi covid dengan protocol kesehatan WHO...

Memilih PSBB karena pemerintah ga mau memenuhi kebutuhan dasar masyarakat jika diterapkan Lockdown...itu semua sudah tau, tak usah ber retorika lagi..."
"Bgmn bisa turun kalau masy bnyk yg blm sadar dan pemerintah krg tegas. Belajar dg taiwan, krn kompak atr pemerintah dan masy covid-19 dpt ditangani dg wkt singkat."
"Bhabinkamtibmas Polsek Wanea wilayah kelurahan Pakowa, Aipda Roy Nender memberikan himbauan kantibmas kepada masyarakat lingkungan V Pakowa agar bisa mematuhi himbauan pemerintah untuk memutuskan matarantai penyebaran virus corona ( covid 19 ).  pic.twitter.com/ThP2sBJ0TP"
pemerintah ada orang dalam di covid
"COVID-19
liat penanganan yg menurut saya masih kurang efektif. (menurut saya)
knp pemerintah ga ngadakan TES MASAL (benar² masal)? udah blm sih? kalo udah harusnya saya juga sudah dong. tapi saya belum. wkwk"
"Selama masa Pandemi COVID-19, pernahkah terpikir oleh Pemerintah Kabupaten Kepulauan Tanimbar (KKT) untuk memberi bantuan sembako bagi  para mahasiswa asal KKT yang sementara studi di luar daerah, semisal Ambon? Mahasiswa adalah aset SDM di masa mendatang. Mari peduli. #Himbauan"
"Semakin byk kita  bersahabat.. 
Hidup bahagia dan manfaat.. 
Saling  bantu & jg  sambat.. 
Untuk #IndonesiaHebat .. 
🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨
Mari bersama kita mencegah.. 
Covid-19 yg  sdg  mewabah.. 
Manut aturan pemerintah.. 
Tetap  tinggal  dirumah.. 
Covid-19 pasti punah.. 
👍
8⃣6⃣"
"Penyaluran bantuan beras kepada warga terdampak pandemi Covid-19 kembali dilakukan Pemerintah Kabupaten Kediri. Hari ini bantuan didistribusikan ke 3 kecamatan, yaitu Kecamatan Plemahan, Kecamatan Gampengrejo dan…  https://www.instagram.com/p/B_5ClkHnX_G/?igshid=1g62rzk7srujk …"
Ambisi ibu kota baru ok tp knockdown ngak ok lihat grafik covid ngak turun2 jd pak menteri ingin herd immunity jahat bener pemerintah ini lebih sadis dr komunis RRC sj msh berperikemanusiaan lock down demi rakyat tdk tertular ini seenak udelnya herd immunity krn PSBB sdh gagal
"Mari meningkatkan  ibadah Puasa Ramadhan dan ibadah lainnya dengan khusuk dan tetap di rumah  bersama keluarga tercinta.

Ikuti himbauan maupun larangan Pemerintah dalam rangka  menghadapi COVID-19, semoga kita…  https://www.instagram.com/p/B_5CKS1nC5I/?igshid=1ccolt73z6gjc …"
"PSBB Kota Tegal Berhasil, Satu-satunya Daerah Jateng Nol Kasus Covid-19 -  http://Pikiran-Rakyat.com  ✅ Seharusnya Pemkot Tegal diberikan penghargaan oleh pemerintah pusat dan dijadikan daerah percontohan   https://www.pikiran-rakyat.com/nasional/pr-01378267/psbb-kota-tegal-berhasil-satu-satunya-daerah-jateng-nol-kasus-covid-19 …"
"Mba masalahnya ga semua orang bisa kayak gitu,ada org yg gampang terpengaruh,nah kalo dia terpengaruh trus ga mau ikut anjuran pemerintah trus kena covid dan nyebarin ke lingkungan terdekat gmn?"
"Mari meningkatkan  ibadah Puasa Ramadhan dan ibadah lainnya dengan khusuk dan tetap di rumah  bersama keluarga tercinta.

Ikuti himbauan maupun larangan Pemerintah dalam rangka  menghadapi COVID-19, semoga kita…  https://www.instagram.com/p/B_5BdsRg-Qh/?igshid=1bht2a1iyqr1p …"
Pemerintah nih kayak ga niat bikin kebijakan bend the curve Covid 19.
"Udah dititik bodo amat sama berita covid krn kalo ga gitu ntar kesel sendiri. Keputusan pemerintah yg ga kompak dan ga konsisten. Pfffff..

Sejujurnya aku jd pesimis kalo covid di Indonesia ini bakal cepet redanya."
"Mari meningkatkan  ibadah Puasa Ramadhan dan ibadah lainnya dengan khusuk dan tetap di rumah  bersama keluarga tercinta.

Ikuti himbauan maupun larangan Pemerintah dalam rangka  menghadapi COVID-19, semoga kita semua…  https://www.instagram.com/p/B_5BMMThmUb/?igshid=mc9pz1iezyka …"
"TP PKK Trenggalek Salurkan Bantuan Kepada Kaum Dhuafa, Anak Yatim dan Guru Paud di Kecamatan Gandusari
.
Kepedulian antar sesama serta membantu Pemerintah dalam menangangi sosial ekonomi dampak dari Covid-19, Tim…  https://www.instagram.com/p/B_5BBhPnFJM/?igshid=1gsq35iu9jcz4 …"
"Mari meningkatkan  ibadah Puasa Ramadhan dan ibadah lainnya dengan khusuk dan tetap di rumah  bersama keluarga tercinta.

Ikuti himbauan maupun larangan Pemerintah dalam rangka  menghadapi COVID-19, semoga kita semua…  https://www.instagram.com/p/B_5A5jYHbV5/?igshid=bazrct9p6drc …"
"Betul bung @NanangMas0384 persoalannya hanya terkadang pernyataan pemerintah membuat gaduh masyarakat dgn menggunakan bahasa"" yg kurang pas dipemahaman. 
Mari saling mendoakan, dukung pemerintah mengusir covid-19 di Indonesia 😄👍"
"Mari meningkatkan  ibadah Puasa Ramadhan dan ibadah lainnya dengan khusuk dan tetap di rumah  bersama keluarga tercinta.

Ikuti himbauan maupun larangan Pemerintah dalam rangka  menghadapi COVID-19, semoga kita…  https://www.instagram.com/p/B_5Al1ajgil/?igshid=1iaer83vcyv6r …"
"Mari meningkatkan  ibadah Puasa Ramadhan dan ibadah lainnya dengan khusuk dan tetap di rumah  bersama keluarga tercinta.

Ikuti himbauan maupun larangan Pemerintah dalam rangka  menghadapi COVID-19, semoga kita semua…  https://www.instagram.com/p/B_5AhJcpTIH/?igshid=1evksufl75ft …"
"Gw kemarin nonton Mardigu vell buat mutus rantai covid-19  https://youtu.be/-vBYxrIQ5ZY  daripada Pemerintah gini-gini aja, kapan landainya. Banyak yang sembuh memang prestasi, tapi yang tertular juga setiap harinya naik terus (?)"
"Ayo toh pda sadar diri untuk menghormati kebijakan pemerintah dalam membunuh covid-19... 
Berikan kesempatan ahli kesehatan untuk menanganinya

#Pemerintah harus tegas tidak berat sebelah dg memperhatikan aspek EPOLESOSBUDHANKAM"
"[Foto Berita]
Ngaret di Maret, pemerintah dilangkahi warga tingkat RW untuk membatasi pergerakan Covid-19. Istilahnya lockdown, warga mengarantina lingkungan mereka dengan menutup akses gang-gang kecil di desa dan kampung.
#otonomi
#coronavirus
#lockdown https://himmahonline.id/lens/otonomi-melawan-pandemi …"
"Susah juga kalo pemerintah udah upaya ini itu demi MENEKAN angk covid tapi warganya ga mematuhi psbb, semoga ini cepat berlalu. I miss my friends, apalagi nagih kas 🤪"
"Menag memberikan apresiasi kepada vihara-vihara dan umat Budha yang menyelenggarakan Waisak dengan sederhana, dan mematuhi anjuran pemerintah untuk tetap mengutakaman protokol kesehatan di tengah pandemi covid-19. 

 https://mediaindonesia.com/read/detail/310886-tri-suci-waisak-momentum-umat-budha-tingkatkan-kepedulian-sosial …"
"Mari meningkatkan  ibadah Puasa Ramadhan dan ibadah lainnya dengan khusuk dan tetap di rumah  bersama keluarga tercinta.

Ikuti himbauan maupun larangan Pemerintah dalam rangka  menghadapi COVID-19, semoga kita…  https://www.instagram.com/p/B_4_uAaHnl7/?igshid=18d02mrtww1l1 …"
"Mari meningkatkan  ibadah Puasa Ramadhan dan ibadah lainnya dengan khusuk dan tetap di rumah  bersama keluarga tercinta.

Ikuti himbauan maupun larangan Pemerintah dalam rangka  menghadapi COVID-19, semoga kita semua selalu dalam lindungan Allah SWT.. Amin..

#Ayoberpuasa
#yukp pic.twitter.com/fnNf4ADcdO"
"Mari meningkatkan  ibadah Puasa Ramadhan dan ibadah lainnya dengan khusuk dan tetap di rumah  bersama keluarga tercinta.

Ikuti himbauan maupun larangan Pemerintah dalam rangka  menghadapi COVID-19, semoga kita…  https://www.instagram.com/p/B_4_pTmFcrK/?igshid=1oadsae0ouvbv …"
"Kapolres Donggala Undang Sejumlah Tokoh Agama dan Imam Mesjid Bahas Sosialisasi Tentang Peraturan Pemerintah mengenai Covid-19 dan Maklumat Kapolri tentang Sholat Berjamaah.

Donggala - Wabah pandemi covid-19 yang…  https://www.instagram.com/p/B_4_l7tnUQD/?igshid=qahkz8kzs8hm …"
Nakheel terpaksa menutup sebagian besar malnya setelah pemerintah memberlakukan pembatasan di Dubai sebagai upaya untuk mengekang penyebaran Covid-19.  http://dlvr.it/RWBXq6 
"Mari meningkatkan  ibadah Puasa Ramadhan dan ibadah lainnya dengan khusuk dan tetap di rumah  bersama keluarga tercinta.

Ikuti himbauan maupun larangan Pemerintah dalam rangka  menghadapi COVID-19, semoga kita…  https://www.instagram.com/p/B_4_kXYFEDe/?igshid=17ali8a9kq28m …"
"Saya bukan ahli ekonomi, tetapi dengan logika sederhana saja bhw klu dikatakan terjd lonjakan angka kemiskinan akibat covid-19, mk hal itu sgat tdk beralasan. Sebab bagaimana mungkin dlm kurun waktu Maret-Mei terjd lonjakan angka kemiskinan? Lalu selama ini apa upaya pemerintah?"
"maksud dari thread aku cuma kasih perbedaan negara dlm menangani covid. malaysia itu udh duluan memiliki pasien covid tp jumlah nya sedikit dibanding indo (correct me if i’m wrong) udh tau pemerintah kita yg begini, anw pak mentri kesehatan dimane ya?kok gak pernah muncul hehe"
"Sejak Luhut Anulir Kebijakan Anies, Jusuf Kalla Mulai Khawatir dengan Cara Pemerintah Pusat Tangani Covid-19  http://share.babe.news/s/QSpNFdTQy "
"Mari meningkatkan  ibadah Puasa Ramadhan dan ibadah lainnya dengan khusuk dan tetap di rumah  bersama keluarga tercinta.

Ikuti himbauan maupun larangan Pemerintah dalam rangka  menghadapi COVID-19, semoga kita semua selalu dalam lindungan Allah SWT.. Amin..

#Ayoberpuasa pic.twitter.com/JoXkzCEzGG"
"Yayuk mengatakan, data penerima BST tersebut, telah diverifikasi Pemerintah pusat sebagai penerima bantuan akibat dampak pandemi Covid-19."
@null Tangan Jadi Perantara Paling Efektif Tularkan Covid-19 Juru Bicara Pemerintah un   https://nasional.okezone.com/read/2020/05/07/337/2210716/tangan-jadi-perantara-paling-efektif-tularkan-covid-19 …
"Satu sisi tiap hari pemerintah update kasus Covid-19 yg terus bertambah, sisi lain pemerintah bikin kbijakan dan penerapan yg gitu-gitu..anomali? Mbuh kah dan au bingung dengan semua inii 😫😭 maka au putuskan hidup normal sperti biasa aja  https://twitter.com/e100ss/status/1258403072549609475 …"
@null Tangan Jadi Perantara Paling Efektif Tularkan Covid-19 Juru Bicara Pemerintah un   https://nasional.okezone.com/read/2020/05/07/337/2210716/tangan-jadi-perantara-paling-efektif-tularkan-covid-19 …
"#infotoljorrs Ikuti Aturan Pemerintah Agar Cepat Berakhir Pandemi Covid 19, Biarlah kami yang bertugas Kalian Dirumah Saja #StayAtHome #tetapgunakanmasker @SonoraFM92 @RadioElshinta pic.twitter.com/YR8qCGfmga"
"Dikatakan Saif Muchlissun, pasien ke 49 almarhum Sup adalah Pasien Dalam Pengawasan (PDP) yang meninggal saat masih dalam perawatan di rumah Sakit rujukan Pemerintah, yang hari ini keluar hasil test yang menyatakan Positif Covid-19."
"Dikatakan Saif Muchlissun, pasien ke 49 almarhum Sup adalah Pasien Dalam Pengawasan (PDP) yang meninggal saat masih dalam perawatan di rumah Sakit rujukan Pemerintah, yang hari ini keluar hasil test yang menyatakan Positif Covid-19."
PENANDA TANGANAN MOU PENDAMPINGAN PENANGANAN COVID 19 ANTARA PEMERINTAH KOTA BLITAR DENGAN POLRES BLITAR KOTA  pic.twitter.com/QrNhCJUeTM
"sedang dlm fase muak melihat, membaca, mendengar all about fcking covid-19. ditambah dg carut marutnya pemerintah yg semakin gak sinkron satu sm lain. solusi terbaik adlh menutup segala info yg masuk. fokus planning the best things kalo bisa mudik."
masyarakat lore utara yang terdampak banjir bandang sangat memperhatikan anjuran dari pemerintah terkait penyebaran virus covid-19 saat ini untuk tidak berkumpul di posko pengungsian..
"Jadi gini.
Apa yang dilakukan pemerintah, sebetulnya sudah cukup baik, terlepas dari kamu pro/kontra dengan jokowi (karna cuma 2 kubu).

Initially, BNPB as the representation of the government announced that The Urgent Status of Covid-19 will be evaluated later on 29th of May"
"Yukk bantu Pemerintah utk mendeteksi dan mencegah penyebaran pandemi COVID-19 dgn cara mengunduh dan menginstall aplikasi PeduliLindungi. 

#BersatuLawanCovid19
#PeduliLindungi
#StayAtHome
#DirumahAja
@pemkotbekasi
@KominfoBekasi
@RadioDakta
@radarbekasi
@InfoBekasi pic.twitter.com/2rS4Jqy0CB"
"Kelola Dana Covid-19, Pemerintah Aceh Harus Terbuka  https://www.acehimage.com/kelola-dana-covid-19-pemerintah-aceh-harus-terbuka/index.html …"
"Kelola Dana Covid-19, Pemerintah Aceh Harus Terbuka  https://www.acehimage.com/kelola-dana-covid-19-pemerintah-aceh-harus-terbuka/index.html …"
"PENANDA TANGANAN MOU PENDAMPINGAN PENANGANAN COVID 19 ANTARA PEMERINTAH KOTA BLITAR DENGAN POLRES BLITAR KOTA

#jogobumiproklamator
#polresblitarkota
#humaspolresblitarkota
#zonaintegritas
#polisi_indonesia
#polisipromoter
#divisihumaspolri
#humaspoldajatim pic.twitter.com/5v0OUPOEvO"
"inspektur kesehatan dan keselamatan Inggris mengatakan, 400 ribu APD yang dipesan pemerintah Inggris dari Turki sebulan lalu, tidak sesuai standar sehingga tak layak pakai, dan sekarang disimpan di gudang dekat London. #apd #covid_19 #karantina #lockdown https://parstoday.com/id/news/world-i81095-inggris_anggap_400_ribu_alkes_turki_tak_layak_pakai …"
Pemerintah Provinsi (Pemprov) Sulawesi Tenggara melalui Gugus Tugas Percepatan Penanganan Covid-19 Sultra menargetkan 20.000 paket sembako segera disalurkan ke 17 kabupaten/kota untuk dibagikan ke masyarakat yang…  https://www.instagram.com/p/B_49eygn1OY/?igshid=16dqlqdgp6dwx …
FT: Covid 1 - 0 pemerintah indonesyah  https://twitter.com/sandalista1789/status/1258328547011080195 …
"Di Tengah – tengah Pandemi Covid-19, Hari ini Pemerintah Desa Holbota Kecamatan Taliabu Barat Kabupaten Pulau Taliabu ( Pul -Tab), Provinsi Maluku Utara(Malut) Melakukan Penyaluran Bantuan Langsung Tunai ( BLT Dana…  https://www.instagram.com/p/B_48bmchdoD/?igshid=13tdyv95618tp …"
"Pemerintah Kabupaten Malang, Jawa Timur, menyiapkan langkah uji cepat atau rapid test COVID-19 pada tiap-tiap desa di wilayah kabupaten itu untuk deteksi dini penanganan virus corona.

 https://jatim.antaranews.com/berita/379077/pemkab-malang-siapkan-rapid-test-di-setiap-desa …"
Pa budi masih mau buka transportasi... yang di toko aja kena covid apalagi di luar. Coba renungkan baik2 pemerintah yang mengeluarkan regulasi yang dapat memdatangkan bahaya penyebaran covid bertambah.
"#Sekolah
#Pasar

Lebih lanjut, Susi menjelaskan kajian dilakukan pemerintah sebagai langkah antisipasi melakukan upaya-upaya yang diperlukan pasca pandemi Covid-19.

 https://aceh.tribunnews.com/2020/05/07/kajian-awal-pemerintah-mall-dan-pasar-buka-8-juni-sekolah-mulai-15-juni-2020 …"
"Serius ini gua ngerasa aneh gitu lho , didata itu , yg meninggal karna Positif covid gaada sama sekali lho
Tapi PDP banyak , nah kalo dari pemerintah , PDP itu belum tentu covid kan"
"Juru bicara Presiden Brasil Jair Bolsonaro, Otavio Rego Barros, dinyatakan positif mengidap virus corona (Covid-19) seperti yang diumumkan kemarin, sehingga penolakan aturan jarak sosial yang digembar-gemborkan pemerintah kini semakin dipertanyakan.

#ZonaRequestMalam #MGTRADIO"
"Ujung2nya duit..

sependapat dengan kalimat ini ""pemerintah tidak memiliki grand design penanganan pandemik Covid-19.

Implikasinya, semua yang dilakukan bersifat relatif, tidak terukur dan nihil dalam target pencapaian."" PAS!  https://twitter.com/fatih_aqsa/status/1258204754850705408 …"
Pemerintah Didorong Bentuk Deputi Transportasi Covid-19  https://medcom.id/s/ObzMm89N  pic.twitter.com/ORP5fOnZ96
"Happy Vesakh Day☸️
Sehubungan dengan himbauan dari pemerintah mengenai covid-19 
Kami Belum Bisa Menerima Tamu."
"Bila kebijakan PSBB
dijalankan dengan benar
Maka secara teori dalam waktu 1 bulan sudah bersih dari COVID 19

Namun banyak manusia positif covid yg masih berkeliaran meneriakan kelaparan
Akhirnya merusak kerja pemerintah menyelamatkan manusia

Akhirnya PSBB diperpanjang lagi  https://twitter.com/filatmi/status/1253443146240815105 …"
"[FGD AKUNTANSI PEMERINTAH DAERAH]

Pandemi Covid-19 bukanlah halangan untuk tetap beraktifitas, seperti pada hari Rabu tanggal 6 Mei 2020 Kanwil Ditjen Perbendaharaan Provinsi Bengkulu tetap melaksanakan Focus Group…  https://www.instagram.com/p/B_46xUqgsyB/?igshid=1sca3ygpmd7z9 …"
"#Bundesliga
#LigaJerman

Bundesliga akhirnya mengumumkan jadwal resmi pekan ke-26 saat kompetisi digelar lagi setelah sempat terhenti karena COVID-19.

Rabu (6/5/2020), Pemerintah Jerman resmi mengizinkan Bundesliga dimulai lagi pada paruh kedua Mei.

 https://aceh.tribunnews.com/2020/05/07/bundesliga-atau-liga-jerman-dimulai-lagi-16-mei-ini-jadwal-lengkap-pekan-ke-26 …"
Pemerintah membuat kajian awal dalam menentukan kebijakan pemulihan ekonomi dari pandemi Covid-19.  http://dlvr.it/RWBQ9Z 
"Kes positif COVID-19 di Indonesia, terus meningkat kepada 12,776 kes, dengan jumlah kematian kini sebanyak 930 orang.

Jurucakap Pemerintah Indonesia berkenaan COVID-19 Achmad Yurianto berkata, sebanyak 35 lagi kematian berlaku dalam tempoh 24 jam.  pic.twitter.com/6ahFzvhfXg"
"Gubernur anies baswedan pun enggan memprediksi.
Berapa lama akan kita hadapi, Wallahualam.
Beliau tidak mau memprediksi kapan wabah corona berakhir berbeda dengan pemerintah pusat. Sebelumnya, Juru Bicara Pemerintah Khusus Covid-19 Achmad Yurianto  pic.twitter.com/DC5gn2Jd0q"
Ini namanya inkonsistensi.. Katanya darurat kok pemerintah mengizinkan seluruh moda transportasi ini jadi kaco dlm pencegahan covid - 19
Carut marut penanganan dampak covid 19 hampir ke seluruh daerah di Indonesia dan sebagai rakyat kecil kami menilai pemerintah pusat telah gagal mengelola..
"Soalnya Rakyat kecil bukan TKA China yg selalu di bela pemerintah Pa..!!  

Modus Baru Pemudik Nekat saat Pandemi Covid-19, Ngumpet dalam Truk Molen : Okezone Nasional  https://nasional.okezone.com/read/2020/05/06/337/2210245/modus-baru-pemudik-nekat-saat-pandemi-covid-19-ngumpet-dalam-truk-molen …"
"Berdamai dengan Covid-19, Pakar Ini Berani Sebut Pemerintah Jokowi Tak Konsisten Lawan Virus Corona  https://kaltim.tribunnews.com/2020/05/07/berdamai-dengan-covid-19-pakar-ini-berani-sebut-pemerintah-jokowi-tak-konsisten-lawan-virus-corona …"
"😂
mangtaf
ini era guru kencing beradab
k bwh nya smua hrs beradab
di masa bencana nas.
yg korup dead penalti titik
percayaken sm kebijaksanaan negara, bantu pemerintah mengatasi covid. dengan mengerahken semua sumber daya dan segenap kemampuan anak bangsa."
Pakar Ketenagakerjaan Indonesian Consultant at Law (IClaw) Hemasari Dharmabumi mengatakan tuntutan masyarakat terhadap lapangan pekerjaan akan sangat tinggi pasca-pandemi COVID-19 sehingga pemerintah perlu untuk segera mensahkan RUU Cipta Kerja. #ciptaker https://www.antaranews.com/berita/1475355/pakar-penolak-ruu-cipta-kerja-bakal-jadi-public-enemy-pascacovid-19 …
"Mohon di koreksi lagi untk kbijakan pemerinth jk ingin menghentikn covid biar tdk berlarut larut mari larang semua akses kluar untk darat,laut,udara kcuali untk distribusi logistik urusan abdi negara atau pjabat itu tugas ya smntara online aj kyk anak skolah biar aman #pemerintah"
"Tarik ulur kebijakan moda transportasi, saya nilai seakan-akan pemerintah @BudiKaryaS  tidak serius atau tidak konsisten untuk menekan angka penyebaran covid-19 dan pemerintah seperti kebingungan??? 🤔
#IndonesiaMelawanCovid19
#tidakusahmudik
#dirumahsaja"
"jujur, drpd mengharap bantuan dr pemerintah atau dr presiden.. aku lebih mengharap pandemi covid-19 cepat selesai. biar bisa kembali beraktivitas tanpa was-was"
"Untuk mendukung program Pemerintah dalam rangka menghambat penyebaran Covid-19, kami menginfokan bahwa Klinik Kecantikan dr.Estie membuka pelayanan Konsultasi Online melalui Whatsapp GRATIS
.
Jadi, tidak perlu…  https://www.instagram.com/p/B_44LaqlSzg/?igshid=8k8lqmvcuisu …"
"Pemerintah Indonesia melalui Gugus Tugas Percepatan Penanganan COVID-19 mencatat jumlah kasus sembuh COVID-19 per hari ini Senin (4/5) pukul 12.00 WIB bertambah sebanyak 78 orang hingga totalnya menjadi 1.954.
 https://www.instagram.com/p/B_430yspqeZ/?igshid=1snqpkk3myrhq …"
Kalau mau menghentikan covid itu ya mbok jangan tanggung tanggung jika di lockdown di lakuakn psbb seluruh ya abdi negara pemerintah juga jngn seenaknya kluar kmna mana bebas pke acara bisa lewat darat laut udara lagi mau kmna mlh ketularan di luar di bawa lagi k indo nanti
"Juru Bicara Pemerintah untuk Penanganan Covid-19 Achmad Yurianto: Perkembangan penanganan Covid-19, Kamis 7 Mei 2020.

- Positif 12.776 orang (+338)
- Sembuh 2.381 orang (+64)
- Meninggal dunia 930 orang (+35)

@BNPB_Indonesia
#DengerinElshintaDiRumahAja pic.twitter.com/kiJFRiz1ox"
"Ketauan Amies cuma ahli Ngebacrot

Dia sendiri awalnya bilang 1,1 jt warga Rutin Terima bansos dari Pemprov DKI

Dan 2,6 jt warga yg rentan berimbas covid-19 jd tanggung jawab Pemerintah Pusat.

Jebulnya Boong😁
Amies angkat tangan!
#SkandalAmiesPemprovDKI https://amp.kompas.com/megapolitan/read/2020/05/07/08075561/duduk-perkara-riwayat-bansos-dki-dari-janji-anies-hingga-keluhan-sri?__twitter_impression=true …"
"Kutoarjo, Purworejo. Ayo ojo Mudik Rewangi Pemerintah Cegah Covid 19#MudikTetapDilarang"
"Kalo kita benar-benar disiplin dalam menerapkan setiap aturan dari WHO dalam kehidupan sehari-hari dan pemerintah bisa tegas dalam membuat kebijakan, gue yakin di bulan Juni kurva COVID-19 di Indonesia bisa menurun dan Agustus semua sudah kembali normal seperti sediakala."
"Skrinews - Perangi Virus Covid-19, Gereja KINGMI Indonesia Apresiasi Pemerintah dan Polri-TNI Serta Minta, Gereja Ajarkan Umat Untuk Dekat Kepada Tuhan Bukan Hal-Hal Negativ
 https://www.skrinews.com/2020/05/skrinews-perangi-virus-covid-19-gereja.html?m=1 … pic.twitter.com/gHgZPgdiy8"
"Pemerintah Daerah Istimewa Yogyakarta mencatat jumlah kasus pasien dalam pengawasan (PDP) yang terkonfirmasi positif COVID-19 pada Kamis (7/5), bertambah 15 orang. #Corona  https://m.jpnn.com/news/15-pasien-pdp-di-yogyakarta-positif-covid-19 …"
@jokowi  Pak Presiden Indonesia  bagaimana kalau pemerintah membuat pasar online khusus pasar yang di tutup karena covid 19 itu sarana saya terimakasih pak
